chaser,step,scene,duration_ms,beats
dance_house-blue_room-deep_room,55,disco_cyan,,1
dance_house-blue_room-deep_room,56,disco_off,,1
dance_house-blue_room-deep_room,57,par_all_cyan,,1
dance_house-blue_room-deep_room,58,par_13_lavender,,1
dance_house-blue_room-deep_room,59,par_24_lavender,,1
dance_house-blue_room-deep_room,60,par_all_cyan,,1
dance_house-blue_room-deep_room,61,par_all_cyan,,1
dance_house-blue_room-deep_room,62,par_13_lavender,,1
dance_house-blue_room-deep_room,63,par_24_lavender,,1
dance_house-blue_room-deep_room,64,par_all_cyan,,1

# Dance & House - Blue Room - Peak Time - high
dance_house-blue_room-peak_time,1,par_1_cyan,,1
dance_house-blue_room-peak_time,2,par_2_cyan,,1
dance_house-blue_room-peak_time,3,par_3_cyan,,1
dance_house-blue_room-peak_time,4,par_4_cyan,,1
dance_house-blue_room-peak_time,5,par_1_cyan,,1
dance_house-blue_room-peak_time,6,par_2_cyan,,1
dance_house-blue_room-peak_time,7,par_3_cyan,,1
dance_house-blue_room-peak_time,8,par_4_cyan,,1
dance_house-blue_room-peak_time,9,par_all_cyan,,1
dance_house-blue_room-peak_time,10,par_12_cyan,,1
dance_house-blue_room-peak_time,11,par_34_cyan,,1
dance_house-blue_room-peak_time,12,par_all_off,,1
dance_house-blue_room-peak_time,13,par_all_cyan,,1
dance_house-blue_room-peak_time,14,par_12_cyan,,1
dance_house-blue_room-peak_time,15,par_34_cyan,,1
dance_house-blue_room-peak_time,16,par_all_off,,1
dance_house-blue_room-peak_time,17,par_13_lavender,,1
dance_house-blue_room-peak_time,18,par_24_lavender,,1
dance_house-blue_room-peak_time,19,par_13_lavender,,1
dance_house-blue_room-peak_time,20,par_24_white,,1
dance_house-blue_room-peak_time,21,par_13_lavender,,1
dance_house-blue_room-peak_time,22,par_24_lavender,,1
dance_house-blue_room-peak_time,23,par_13_lavender,,1
dance_house-blue_room-peak_time,24,par_24_white,,1
dance_house-blue_room-peak_time,25,par_4_lavender,,1
dance_house-blue_room-peak_time,26,par_3_lavender,,1
dance_house-blue_room-peak_time,27,par_2_lavender,,1
dance_house-blue_room-peak_time,28,par_1_lavender,,1
dance_house-blue_room-peak_time,29,par_4_lavender,,1
dance_house-blue_room-peak_time,30,par_3_lavender,,1
dance_house-blue_room-peak_time,31,par_2_lavender,,1
dance_house-blue_room-peak_time,32,par_1_lavender,,1
dance_house-blue_room-peak_time,33,par_12_cyan,,1
dance_house-blue_room-peak_time,34,par_34_lavender,,1
dance_house-blue_room-peak_time,35,par_12_cyan,,1
dance_house-blue_room-peak_time,36,par_34_lavender,,1
dance_house-blue_room-peak_time,37,par_12_cyan,,1
dance_house-blue_room-peak_time,38,par_34_lavender,,1
dance_house-blue_room-peak_time,39,par_12_cyan,,1
dance_house-blue_room-peak_time,40,par_34_lavender,,1
dance_house-blue_room-peak_time,41,par_all_white,,1
dance_house-blue_room-peak_time,42,par_12_white,,1
dance_house-blue_room-peak_time,43,par_34_cyan,,1
dance_house-blue_room-peak_time,44,par_all_off,,1
dance_house-blue_room-peak_time,45,par_all_white,,1
dance_house-blue_room-peak_time,46,par_12_white,,1
dance_house-blue_room-peak_time,47,par_34_cyan,,1
dance_house-blue_room-peak_time,48,par_all_off,,1
dance_house-blue_room-peak_time,49,par_all_cyan,,1
dance_house-blue_room-peak_time,50,par_13_lavender,,1
dance_house-blue_room-peak_time,51,par_24_lavender,,1
dance_house-blue_room-peak_time,52,par_all_white,,1
dance_house-blue_room-peak_time,53,par_all_cyan,,1
dance_house-blue_room-peak_time,54,par_13_lavender,,1
dance_house-blue_room-peak_time,55,par_24_lavender,,1
dance_house-blue_room-peak_time,56,par_all_white,,1
dance_house-blue_room-peak_time,57,par_all_cyan,,1
dance_house-blue_room-peak_time,58,par_13_lavender,,1
dance_house-blue_room-peak_time,59,par_24_lavender,,1
dance_house-blue_room-peak_time,60,par_all_white,,1
dance_house-blue_room-peak_time,61,par_all_cyan,,1
dance_house-blue_room-peak_time,62,par_13_lavender,,1
dance_house-blue_room-peak_time,63,par_24_lavender,,1
dance_house-blue_room-peak_time,64,par_all_white,,1

# Dance & House - Ibiza - Deep Room - low
dance_house-ibiza-deep_room,1,par_all_magenta,,1
dance_house-ibiza-deep_room,2,par_12_magenta,,1
dance_house-ibiza-deep_room,3,par_all_magenta,,1
dance_house-ibiza-deep_room,4,par_34_magenta,,1
dance_house-ibiza-deep_room,5,par_all_magenta,,1
dance_house-ibiza-deep_room,6,par_12_magenta,,1
dance_house-ibiza-deep_room,7,par_all_magenta,,1
dance_house-ibiza-deep_room,8,par_34_magenta,,1
dance_house-ibiza-deep_room,9,par_all_magenta,,1
dance_house-ibiza-deep_room,10,par_12_magenta,,1
dance_house-ibiza-deep_room,11,par_all_magenta,,1
dance_house-ibiza-deep_room,12,par_34_magenta,,1
dance_house-ibiza-deep_room,13,par_all_magenta,,1
dance_house-ibiza-deep_room,14,par_12_magenta,,1
dance_house-ibiza-deep_room,15,par_all_magenta,,1
dance_house-ibiza-deep_room,16,par_34_magenta,,1
dance_house-ibiza-deep_room,17,par_all_turquoise,,1
dance_house-ibiza-deep_room,18,par_all_turquoise,,1
dance_house-ibiza-deep_room,19,par_13_turquoise,,1
dance_house-ibiza-deep_room,20,par_24_turquoise,,1
dance_house-ibiza-deep_room,21,par_all_turquoise,,1
dance_house-ibiza-deep_room,22,par_all_turquoise,,1
dance_house-ibiza-deep_room,23,par_13_turquoise,,1
dance_house-ibiza-deep_room,24,par_24_turquoise,,1
dance_house-ibiza-deep_room,25,par_12_magenta,,1
dance_house-ibiza-deep_room,26,par_34_turquoise,,1
dance_house-ibiza-deep_room,27,par_12_magenta,,1
dance_house-ibiza-deep_room,28,par_34_turquoise,,1
dance_house-ibiza-deep_room,29,par_12_magenta,,1
dance_house-ibiza-deep_room,30,par_34_turquoise,,1
dance_house-ibiza-deep_room,31,par_12_magenta,,1
dance_house-ibiza-deep_room,32,par_34_turquoise,,1
dance_house-ibiza-deep_room,33,par_12_magenta,,1
dance_house-ibiza-deep_room,34,par_34_turquoise,,1
dance_house-ibiza-deep_room,35,par_12_magenta,,1
dance_house-ibiza-deep_room,36,par_34_turquoise,,1
dance_house-ibiza-deep_room,37,par_12_magenta,,1
dance_house-ibiza-deep_room,38,par_34_turquoise,,1
dance_house-ibiza-deep_room,39,par_12_magenta,,1
dance_house-ibiza-deep_room,40,par_34_turquoise,,1
dance_house-ibiza-deep_room,41,par_all_magenta,,1
dance_house-ibiza-deep_room,42,par_all_turquoise,,1
dance_house-ibiza-deep_room,43,par_all_white,,1
dance_house-ibiza-deep_room,44,par_all_off,,1
dance_house-ibiza-deep_room,45,par_all_magenta,,1
dance_house-ibiza-deep_room,46,par_all_turquoise,,1
dance_house-ibiza-deep_room,47,par_all_white,,1
dance_house-ibiza-deep_room,48,par_all_off,,1
dance_house-ibiza-deep_room,49,disco_magenta,,1
dance_house-ibiza-deep_room,50,disco_turquoise,,1
dance_house-ibiza-deep_room,51,disco_magenta,,1
dance_house-ibiza-deep_room,52,disco_off,,1
dance_house-ibiza-deep_room,53,disco_magenta,,1
dance_house-ibiza-deep_room,54,disco_turquoise,,1
dance_house-ibiza-deep_room,55,disco_magenta,,1
dance_house-ibiza-deep_room,56,disco_off,,1
dance_house-ibiza-deep_room,57,par_all_magenta,,1
dance_house-ibiza-deep_room,58,par_13_turquoise,,1
dance_house-ibiza-deep_room,59,par_24_turquoise,,1
dance_house-ibiza-deep_room,60,par_all_magenta,,1
dance_house-ibiza-deep_room,61,par_all_magenta,,1
dance_house-ibiza-deep_room,62,par_13_turquoise,,1
dance_house-ibiza-deep_room,63,par_24_turquoise,,1
dance_house-ibiza-deep_room,64,par_all_magenta,,1

# Dance & House - Ibiza - Peak Time - high
dance_house-ibiza-peak_time,1,par_1_magenta,,1
dance_house-ibiza-peak_time,2,par_2_magenta,,1
dance_house-ibiza-peak_time,3,par_3_magenta,,1
dance_house-ibiza-peak_time,4,par_4_magenta,,1
dance_house-ibiza-peak_time,5,par_1_magenta,,1
dance_house-ibiza-peak_time,6,par_2_magenta,,1
dance_house-ibiza-peak_time,7,par_3_magenta,,1
dance_house-ibiza-peak_time,8,par_4_magenta,,1
dance_house-ibiza-peak_time,9,par_all_magenta,,1
dance_house-ibiza-peak_time,10,par_12_magenta,,1
dance_house-ibiza-peak_time,11,par_34_magenta,,1
dance_house-ibiza-peak_time,12,par_all_off,,1
dance_house-ibiza-peak_time,13,par_all_magenta,,1
dance_house-ibiza-peak_time,14,par_12_magenta,,1
dance_house-ibiza-peak_time,15,par_34_magenta,,1
dance_house-ibiza-peak_time,16,par_all_off,,1
dance_house-ibiza-peak_time,17,par_13_turquoise,,1
dance_house-ibiza-peak_time,18,par_24_turquoise,,1
dance_house-ibiza-peak_time,19,par_13_turquoise,,1
dance_house-ibiza-peak_time,20,par_24_white,,1
dance_house-ibiza-peak_time,21,par_13_turquoise,,1
dance_house-ibiza-peak_time,22,par_24_turquoise,,1
dance_house-ibiza-peak_time,23,par_13_turquoise,,1
dance_house-ibiza-peak_time,24,par_24_white,,1
dance_house-ibiza-peak_time,25,par_4_turquoise,,1
dance_house-ibiza-peak_time,26,par_3_turquoise,,1
dance_house-ibiza-peak_time,27,par_2_turquoise,,1
dance_house-ibiza-peak_time,28,par_1_turquoise,,1
dance_house-ibiza-peak_time,29,par_4_turquoise,,1
dance_house-ibiza-peak_time,30,par_3_turquoise,,1
dance_house-ibiza-peak_time,31,par_2_turquoise,,1
dance_house-ibiza-peak_time,32,par_1_turquoise,,1
dance_house-ibiza-peak_time,33,par_12_magenta,,1
dance_house-ibiza-peak_time,34,par_34_turquoise,,1
dance_house-ibiza-peak_time,35,par_12_magenta,,1
dance_house-ibiza-peak_time,36,par_34_turquoise,,1
dance_house-ibiza-peak_time,37,par_12_magenta,,1
dance_house-ibiza-peak_time,38,par_34_turquoise,,1
dance_house-ibiza-peak_time,39,par_12_magenta,,1
dance_house-ibiza-peak_time,40,par_34_turquoise,,1
dance_house-ibiza-peak_time,41,par_all_white,,1
dance_house-ibiza-peak_time,42,par_12_white,,1
dance_house-ibiza-peak_time,43,par_34_magenta,,1
dance_house-ibiza-peak_time,44,par_all_off,,1
dance_house-ibiza-peak_time,45,par_all_white,,1
dance_house-ibiza-peak_time,46,par_12_white,,1
dance_house-ibiza-peak_time,47,par_34_magenta,,1
dance_house-ibiza-peak_time,48,par_all_off,,1
dance_house-ibiza-peak_time,49,par_all_magenta,,1
dance_house-ibiza-peak_time,50,par_13_turquoise,,1
dance_house-ibiza-peak_time,51,par_24_turquoise,,1
dance_house-ibiza-peak_time,52,par_all_white,,1
dance_house-ibiza-peak_time,53,par_all_magenta,,1
dance_house-ibiza-peak_time,54,par_13_turquoise,,1
dance_house-ibiza-peak_time,55,par_24_turquoise,,1
dance_house-ibiza-peak_time,56,par_all_white,,1
dance_house-ibiza-peak_time,57,par_all_magenta,,1
dance_house-ibiza-peak_time,58,par_13_turquoise,,1
dance_house-ibiza-peak_time,59,par_24_turquoise,,1
dance_house-ibiza-peak_time,60,par_all_white,,1
dance_house-ibiza-peak_time,61,par_all_magenta,,1
dance_house-ibiza-peak_time,62,par_13_turquoise,,1
dance_house-ibiza-peak_time,63,par_24_turquoise,,1
dance_house-ibiza-peak_time,64,par_all_white,,1

# Techno - Steel - Hypnotic - low
techno-steel-hypnotic,1,par_all_blue,,1
techno-steel-hypnotic,2,par_all_blue,,1
techno-steel-hypnotic,3,par_all_blue,,1
techno-steel-hypnotic,4,par_12_blue,,1
techno-steel-hypnotic,5,par_all_blue,,1
techno-steel-hypnotic,6,par_all_blue,,1
techno-steel-hypnotic,7,par_all_blue,,1
techno-steel-hypnotic,8,par_12_blue,,1
techno-steel-hypnotic,9,par_all_blue,,1
techno-steel-hypnotic,10,par_all_blue,,1
techno-steel-hypnotic,11,par_all_blue,,1
techno-steel-hypnotic,12,par_12_blue,,1
techno-steel-hypnotic,13,par_all_blue,,1
techno-steel-hypnotic,14,par_all_blue,,1
techno-steel-hypnotic,15,par_all_blue,,1
techno-steel-hypnotic,16,par_12_blue,,1
techno-steel-hypnotic,17,par_all_blue,,1
techno-steel-hypnotic,18,par_13_cold_white,,1
techno-steel-hypnotic,19,par_all_blue,,1
techno-steel-hypnotic,20,par_24_cold_white,,1
techno-steel-hypnotic,21,par_all_blue,,1
techno-steel-hypnotic,22,par_13_cold_white,,1
techno-steel-hypnotic,23,par_all_blue,,1
techno-steel-hypnotic,24,par_24_cold_white,,1
techno-steel-hypnotic,25,par_all_blue,,1
techno-steel-hypnotic,26,par_13_cold_white,,1
techno-steel-hypnotic,27,par_all_blue,,1
techno-steel-hypnotic,28,par_24_cold_white,,1
techno-steel-hypnotic,29,par_all_blue,,1
techno-steel-hypnotic,30,par_13_cold_white,,1
techno-steel-hypnotic,31,par_all_blue,,1
techno-steel-hypnotic,32,par_24_cold_white,,1
techno-steel-hypnotic,33,par_12_blue,,1
techno-steel-hypnotic,34,par_34_blue,,1
techno-steel-hypnotic,35,par_12_blue,,1
techno-steel-hypnotic,36,par_34_blue,,1
techno-steel-hypnotic,37,par_12_blue,,1
techno-steel-hypnotic,38,par_34_blue,,1
techno-steel-hypnotic,39,par_12_blue,,1
techno-steel-hypnotic,40,par_34_blue,,1
techno-steel-hypnotic,41,par_12_blue,,1
techno-steel-hypnotic,42,par_34_blue,,1
techno-steel-hypnotic,43,par_12_blue,,1
techno-steel-hypnotic,44,par_34_blue,,1
techno-steel-hypnotic,45,par_12_blue,,1
techno-steel-hypnotic,46,par_34_blue,,1
techno-steel-hypnotic,47,par_12_blue,,1
techno-steel-hypnotic,48,par_34_blue,,1
techno-steel-hypnotic,49,par_all_blue,,1
techno-steel-hypnotic,50,par_all_red,,1
techno-steel-hypnotic,51,par_all_blue,,1
techno-steel-hypnotic,52,par_all_off,,1
techno-steel-hypnotic,53,par_all_blue,,1
techno-steel-hypnotic,54,par_all_red,,1
techno-steel-hypnotic,55,par_all_blue,,1
techno-steel-hypnotic,56,par_all_off,,1
techno-steel-hypnotic,57,par_all_blue,,1
techno-steel-hypnotic,58,par_all_red,,1
techno-steel-hypnotic,59,par_all_blue,,1
techno-steel-hypnotic,60,par_all_off,,1
techno-steel-hypnotic,61,par_all_blue,,1
techno-steel-hypnotic,62,par_all_red,,1
techno-steel-hypnotic,63,par_all_blue,,1
techno-steel-hypnotic,64,par_all_off,,1

# Techno - Steel - Warehouse - high
techno-steel-warehouse,1,par_all_cold_white,,1
techno-steel-warehouse,2,par_12_cold_white,,1
techno-steel-warehouse,3,par_34_cold_white,,1
techno-steel-warehouse,4,par_all_off,,1
techno-steel-warehouse,5,par_all_cold_white,,1
techno-steel-warehouse,6,par_12_cold_white,,1
techno-steel-warehouse,7,par_34_cold_white,,1
techno-steel-warehouse,8,par_all_off,,1
techno-steel-warehouse,9,par_1_blue,,1
techno-steel-warehouse,10,par_2_blue,,1
techno-steel-warehouse,11,par_3_blue,,1
techno-steel-warehouse,12,par_4_blue,,1
techno-steel-warehouse,13,par_1_blue,,1
techno-steel-warehouse,14,par_2_blue,,1
techno-steel-warehouse,15,par_3_blue,,1
techno-steel-warehouse,16,par_4_blue,,1
techno-steel-warehouse,17,par_13_cold_white,,1
techno-steel-warehouse,18,par_24_blue,,1
techno-steel-warehouse,19,par_13_cold_white,,1
techno-steel-warehouse,20,par_24_blue,,1
techno-steel-warehouse,21,par_13_cold_white,,1
techno-steel-warehouse,22,par_24_blue,,1
techno-steel-warehouse,23,par_13_cold_white,,1
techno-steel-warehouse,24,par_24_blue,,1
techno-steel-warehouse,25,par_all_blue,,1
techno-steel-warehouse,26,par_13_blue,,1
techno-steel-warehouse,27,par_24_blue,,1
techno-steel-warehouse,28,par_all_red,,1
techno-steel-warehouse,29,par_all_blue,,1
techno-steel-warehouse,30,par_13_blue,,1
techno-steel-warehouse,31,par_24_blue,,1
techno-steel-warehouse,32,par_all_red,,1
techno-steel-warehouse,33,par_4_cold_white,,1
techno-steel-warehouse,34,par_3_cold_white,,1
techno-steel-warehouse,35,par_2_cold_white,,1
techno-steel-warehouse,36,par_1_cold_white,,1
techno-steel-warehouse,37,par_4_cold_white,,1
techno-steel-warehouse,38,par_3_cold_white,,1
techno-steel-warehouse,39,par_2_cold_white,,1
techno-steel-warehouse,40,par_1_cold_white,,1
techno-steel-warehouse,41,par_12_blue,,1
techno-steel-warehouse,42,par_34_cold_white,,1
techno-steel-warehouse,43,par_12_blue,,1
techno-steel-warehouse,44,par_34_cold_white,,1
techno-steel-warehouse,45,par_12_blue,,1
techno-steel-warehouse,46,par_34_cold_white,,1
techno-steel-warehouse,47,par_12_blue,,1
techno-steel-warehouse,48,par_34_cold_white,,1
techno-steel-warehouse,49,par_all_red,,1
techno-steel-warehouse,50,par_12_red,,1
techno-steel-warehouse,51,par_34_red,,1
techno-steel-warehouse,52,par_all_off,,1
techno-steel-warehouse,53,par_all_red,,1
techno-steel-warehouse,54,par_12_red,,1
techno-steel-warehouse,55,par_34_red,,1
techno-steel-warehouse,56,par_all_off,,1
techno-steel-warehouse,57,par_14_blue,,1
techno-steel-warehouse,58,par_23_cold_white,,1
techno-steel-warehouse,59,par_all_blue,,1
techno-steel-warehouse,60,par_all_off,,1
techno-steel-warehouse,61,par_14_blue,,1
techno-steel-warehouse,62,par_23_cold_white,,1
techno-steel-warehouse,63,par_all_blue,,1
techno-steel-warehouse,64,par_all_off,,1

# Techno - Acid - Hypnotic - low
techno-acid-hypnotic,1,par_all_green,,1
techno-acid-hypnotic,2,par_all_green,,1
techno-acid-hypnotic,3,par_all_green,,1
techno-acid-hypnotic,4,par_12_green,,1
techno-acid-hypnotic,5,par_all_green,,1
techno-acid-hypnotic,6,par_all_green,,1
techno-acid-hypnotic,7,par_all_green,,1
techno-acid-hypnotic,8,par_12_green,,1
techno-acid-hypnotic,9,par_all_green,,1
techno-acid-hypnotic,10,par_all_green,,1
techno-acid-hypnotic,11,par_all_green,,1
techno-acid-hypnotic,12,par_12_green,,1
techno-acid-hypnotic,13,par_all_green,,1
techno-acid-hypnotic,14,par_all_green,,1
techno-acid-hypnotic,15,par_all_green,,1
techno-acid-hypnotic,16,par_12_green,,1
techno-acid-hypnotic,17,par_all_green,,1
techno-acid-hypnotic,18,par_13_cold_white,,1
techno-acid-hypnotic,19,par_all_green,,1
techno-acid-hypnotic,20,par_24_cold_white,,1
techno-acid-hypnotic,21,par_all_green,,1
techno-acid-hypnotic,22,par_13_cold_white,,1
techno-acid-hypnotic,23,par_all_green,,1
techno-acid-hypnotic,24,par_24_cold_white,,1
techno-acid-hypnotic,25,par_all_green,,1
techno-acid-hypnotic,26,par_13_cold_white,,1
techno-acid-hypnotic,27,par_all_green,,1
techno-acid-hypnotic,28,par_24_cold_white,,1
techno-acid-hypnotic,29,par_all_green,,1
techno-acid-hypnotic,30,par_13_cold_white,,1
techno-acid-hypnotic,31,par_all_green,,1
techno-acid-hypnotic,32,par_24_cold_white,,1
techno-acid-hypnotic,33,par_12_green,,1
techno-acid-hypnotic,34,par_34_green,,1
techno-acid-hypnotic,35,par_12_green,,1
techno-acid-hypnotic,36,par_34_green,,1
techno-acid-hypnotic,37,par_12_green,,1
techno-acid-hypnotic,38,par_34_green,,1
techno-acid-hypnotic,39,par_12_green,,1
techno-acid-hypnotic,40,par_34_green,,1
techno-acid-hypnotic,41,par_12_green,,1
techno-acid-hypnotic,42,par_34_green,,1
techno-acid-hypnotic,43,par_12_green,,1
techno-acid-hypnotic,44,par_34_green,,1
techno-acid-hypnotic,45,par_12_green,,1
techno-acid-hypnotic,46,par_34_green,,1
techno-acid-hypnotic,47,par_12_green,,1
techno-acid-hypnotic,48,par_34_green,,1
techno-acid-hypnotic,49,par_all_green,,1
techno-acid-hypnotic,50,par_all_uv,,1
techno-acid-hypnotic,51,par_all_green,,1
techno-acid-hypnotic,52,par_all_off,,1
techno-acid-hypnotic,53,par_all_green,,1
techno-acid-hypnotic,54,par_all_uv,,1
techno-acid-hypnotic,55,par_all_green,,1
techno-acid-hypnotic,56,par_all_off,,1
techno-acid-hypnotic,57,par_all_green,,1
techno-acid-hypnotic,58,par_all_uv,,1
techno-acid-hypnotic,59,par_all_green,,1
techno-acid-hypnotic,60,par_all_off,,1
techno-acid-hypnotic,61,par_all_green,,1
techno-acid-hypnotic,62,par_all_uv,,1
techno-acid-hypnotic,63,par_all_green,,1
techno-acid-hypnotic,64,par_all_off,,1

# Techno - Acid - Warehouse - high
techno-acid-warehouse,1,par_all_cold_white,,1
techno-acid-warehouse,2,par_12_cold_white,,1
techno-acid-warehouse,3,par_34_cold_white,,1
techno-acid-warehouse,4,par_all_off,,1
techno-acid-warehouse,5,par_all_cold_white,,1
techno-acid-warehouse,6,par_12_cold_white,,1
techno-acid-warehouse,7,par_34_cold_white,,1
techno-acid-warehouse,8,par_all_off,,1
techno-acid-warehouse,9,par_1_green,,1
techno-acid-warehouse,10,par_2_green,,1
techno-acid-warehouse,11,par_3_green,,1
techno-acid-warehouse,12,par_4_green,,1
techno-acid-warehouse,13,par_1_green,,1
techno-acid-warehouse,14,par_2_green,,1
techno-acid-warehouse,15,par_3_green,,1
techno-acid-warehouse,16,par_4_green,,1
techno-acid-warehouse,17,par_13_cold_white,,1
techno-acid-warehouse,18,par_24_green,,1
techno-acid-warehouse,19,par_13_cold_white,,1
techno-acid-warehouse,20,par_24_green,,1
techno-acid-warehouse,21,par_13_cold_white,,1
techno-acid-warehouse,22,par_24_green,,1
techno-acid-warehouse,23,par_13_cold_white,,1
techno-acid-warehouse,24,par_24_green,,1
techno-acid-warehouse,25,par_all_green,,1
techno-acid-warehouse,26,par_13_green,,1
techno-acid-warehouse,27,par_24_green,,1
techno-acid-warehouse,28,par_all_uv,,1
techno-acid-warehouse,29,par_all_green,,1
techno-acid-warehouse,30,par_13_green,,1
techno-acid-warehouse,31,par_24_green,,1
techno-acid-warehouse,32,par_all_uv,,1
techno-acid-warehouse,33,par_4_cold_white,,1
techno-acid-warehouse,34,par_3_cold_white,,1
techno-acid-warehouse,35,par_2_cold_white,,1
techno-acid-warehouse,36,par_1_cold_white,,1
techno-acid-warehouse,37,par_4_cold_white,,1
techno-acid-warehouse,38,par_3_cold_white,,1
techno-acid-warehouse,39,par_2_cold_white,,1
techno-acid-warehouse,40,par_1_cold_white,,1
techno-acid-warehouse,41,par_12_green,,1
techno-acid-warehouse,42,par_34_cold_white,,1
techno-acid-warehouse,43,par_12_green,,1
techno-acid-warehouse,44,par_34_cold_white,,1
techno-acid-warehouse,45,par_12_green,,1
techno-acid-warehouse,46,par_34_cold_white,,1
techno-acid-warehouse,47,par_12_green,,1
techno-acid-warehouse,48,par_34_cold_white,,1
techno-acid-warehouse,49,par_all_uv,,1
techno-acid-warehouse,50,par_12_uv,,1
techno-acid-warehouse,51,par_34_uv,,1
techno-acid-warehouse,52,par_all_off,,1
techno-acid-warehouse,53,par_all_uv,,1
techno-acid-warehouse,54,par_12_uv,,1
techno-acid-warehouse,55,par_34_uv,,1
techno-acid-warehouse,56,par_all_off,,1
techno-acid-warehouse,57,par_14_green,,1
techno-acid-warehouse,58,par_23_cold_white,,1
techno-acid-warehouse,59,par_all_green,,1
techno-acid-warehouse,60,par_all_off,,1
techno-acid-warehouse,61,par_14_green,,1
techno-acid-warehouse,62,par_23_cold_white,,1
techno-acid-warehouse,63,par_all_green,,1
techno-acid-warehouse,64,par_all_off,,1

# HipHop & RnB - Smoke - Lounge - low
hiphop_rnb-smoke-lounge,1,par_all_mauve,,1
hiphop_rnb-smoke-lounge,2,par_all_mauve,,1
hiphop_rnb-smoke-lounge,3,par_12_mauve,,1
hiphop_rnb-smoke-lounge,4,par_34_mauve,,1
hiphop_rnb-smoke-lounge,5,par_all_mauve,,1
hiphop_rnb-smoke-lounge,6,par_all_mauve,,1
hiphop_rnb-smoke-lounge,7,par_12_mauve,,1
hiphop_rnb-smoke-lounge,8,par_34_mauve,,1
hiphop_rnb-smoke-lounge,9,par_all_mauve,,1
hiphop_rnb-smoke-lounge,10,par_all_mauve,,1
hiphop_rnb-smoke-lounge,11,par_12_mauve,,1
hiphop_rnb-smoke-lounge,12,par_34_mauve,,1
hiphop_rnb-smoke-lounge,13,par_all_mauve,,1
hiphop_rnb-smoke-lounge,14,par_all_mauve,,1
hiphop_rnb-smoke-lounge,15,par_12_mauve,,1
hiphop_rnb-smoke-lounge,16,par_34_mauve,,1
hiphop_rnb-smoke-lounge,17,par_all_amber,,1
hiphop_rnb-smoke-lounge,18,par_13_amber,,1
hiphop_rnb-smoke-lounge,19,par_24_amber,,1
hiphop_rnb-smoke-lounge,20,par_all_amber,,1
hiphop_rnb-smoke-lounge,21,par_all_amber,,1
hiphop_rnb-smoke-lounge,22,par_13_amber,,1
hiphop_rnb-smoke-lounge,23,par_24_amber,,1
hiphop_rnb-smoke-lounge,24,par_all_amber,,1
hiphop_rnb-smoke-lounge,25,par_all_amber,,1
hiphop_rnb-smoke-lounge,26,par_13_amber,,1
hiphop_rnb-smoke-lounge,27,par_24_amber,,1
hiphop_rnb-smoke-lounge,28,par_all_amber,,1
hiphop_rnb-smoke-lounge,29,par_all_amber,,1
hiphop_rnb-smoke-lounge,30,par_13_amber,,1
hiphop_rnb-smoke-lounge,31,par_24_amber,,1
hiphop_rnb-smoke-lounge,32,par_all_amber,,1
hiphop_rnb-smoke-lounge,33,par_12_mauve,,1
hiphop_rnb-smoke-lounge,34,par_34_amber,,1
hiphop_rnb-smoke-lounge,35,par_12_mauve,,1
hiphop_rnb-smoke-lounge,36,par_34_amber,,1
hiphop_rnb-smoke-lounge,37,par_12_mauve,,1
hiphop_rnb-smoke-lounge,38,par_34_amber,,1
hiphop_rnb-smoke-lounge,39,par_12_mauve,,1
hiphop_rnb-smoke-lounge,40,par_34_amber,,1
hiphop_rnb-smoke-lounge,41,par_12_mauve,,1
hiphop_rnb-smoke-lounge,42,par_34_amber,,1
hiphop_rnb-smoke-lounge,43,par_12_mauve,,1
hiphop_rnb-smoke-lounge,44,par_34_amber,,1
hiphop_rnb-smoke-lounge,45,par_12_mauve,,1
hiphop_rnb-smoke-lounge,46,par_34_amber,,1
hiphop_rnb-smoke-lounge,47,par_12_mauve,,1
hiphop_rnb-smoke-lounge,48,par_34_amber,,1
hiphop_rnb-smoke-lounge,49,par_all_mauve,,1
hiphop_rnb-smoke-lounge,50,par_all_amber,,1
hiphop_rnb-smoke-lounge,51,par_all_uv,,1
hiphop_rnb-smoke-lounge,52,par_all_off,,1
hiphop_rnb-smoke-lounge,53,par_all_mauve,,1
hiphop_rnb-smoke-lounge,54,par_all_amber,,1
hiphop_rnb-smoke-lounge,55,par_all_uv,,1
hiphop_rnb-smoke-lounge,56,par_all_off,,1
hiphop_rnb-smoke-lounge,57,par_all_mauve,,1
hiphop_rnb-smoke-lounge,58,par_all_amber,,1
hiphop_rnb-smoke-lounge,59,par_all_uv,,1
hiphop_rnb-smoke-lounge,60,par_all_off,,1
hiphop_rnb-smoke-lounge,61,par_all_mauve,,1
hiphop_rnb-smoke-lounge,62,par_all_amber,,1
hiphop_rnb-smoke-lounge,63,par_all_uv,,1
hiphop_rnb-smoke-lounge,64,par_all_off,,1

# HipHop & RnB - Smoke - Trap - high
hiphop_rnb-smoke-trap,1,par_all_mauve,,1
hiphop_rnb-smoke-trap,2,par_12_mauve,,1
hiphop_rnb-smoke-trap,3,par_34_mauve,,1
hiphop_rnb-smoke-trap,4,par_all_off,,1
hiphop_rnb-smoke-trap,5,par_all_mauve,,1
hiphop_rnb-smoke-trap,6,par_12_mauve,,1
hiphop_rnb-smoke-trap,7,par_34_mauve,,1
hiphop_rnb-smoke-trap,8,par_all_off,,1
